INPUT_TABLE
Variable ID
Rsrc

region,resource,output.unit,price.unit,market
Southeast Asia,Bo Hai-Korean Bay-North Coast-water withdrawals,km^3,1975$/m^3,Bo Hai-Korean Bay-North Coast
Southeast Asia,Chao Phraya-water withdrawals,km^3,1975$/m^3,Chao Phraya
Southeast Asia,Fly-water withdrawals,km^3,1975$/m^3,Fly
Southeast Asia,Ganges-Bramaputra-water withdrawals,km^3,1975$/m^3,Ganges-Bramaputra
Southeast Asia,Gulf of Thailand Coast-water withdrawals,km^3,1975$/m^3,Gulf of Thailand Coast
Southeast Asia,Hong-Red River-water withdrawals,km^3,1975$/m^3,Hong-Red River
Southeast Asia,Irian Jaya Coast-water withdrawals,km^3,1975$/m^3,Irian Jaya Coast
Southeast Asia,Irrawaddy-water withdrawals,km^3,1975$/m^3,Irrawaddy
Southeast Asia,Java-Timor-water withdrawals,km^3,1975$/m^3,Java-Timor
Southeast Asia,Kalimantan-water withdrawals,km^3,1975$/m^3,Kalimantan
Southeast Asia,Mekong-water withdrawals,km^3,1975$/m^3,Mekong
Southeast Asia,North and South Korea-water withdrawals,km^3,1975$/m^3,North and South Korea
Southeast Asia,North Borneo Coast-water withdrawals,km^3,1975$/m^3,North Borneo Coast
Southeast Asia,Palau and East Indonesia-water withdrawals,km^3,1975$/m^3,Palau and East Indonesia
Southeast Asia,Papua New Guinea Coast-water withdrawals,km^3,1975$/m^3,Papua New Guinea Coast
Southeast Asia,Peninsula Malaysia-water withdrawals,km^3,1975$/m^3,Peninsula Malaysia
Southeast Asia,Philippines-water withdrawals,km^3,1975$/m^3,Philippines
Southeast Asia,Russia-South East Coast-water withdrawals,km^3,1975$/m^3,Russia-South East Coast
Southeast Asia,Salween-water withdrawals,km^3,1975$/m^3,Salween
Southeast Asia,Sepik-water withdrawals,km^3,1975$/m^3,Sepik
Southeast Asia,Sittang-water withdrawals,km^3,1975$/m^3,Sittang
Southeast Asia,Solomon Islands-water withdrawals,km^3,1975$/m^3,Solomon Islands
Southeast Asia,South China Sea Coast-water withdrawals,km^3,1975$/m^3,South China Sea Coast
Southeast Asia,South Pacific Islands-water withdrawals,km^3,1975$/m^3,South Pacific Islands
Southeast Asia,Viet Nam-Coast-water withdrawals,km^3,1975$/m^3,Viet Nam-Coast
Southeast Asia,Xun Jiang-water withdrawals,km^3,1975$/m^3,Xun Jiang
South Korea,North and South Korea-water withdrawals,km^3,1975$/m^3,North and South Korea
Taiwan,Taiwan-water withdrawals,km^3,1975$/m^3,Taiwan
USA,Arkansas White Red-water withdrawals,km^3,1975$/m^3,Arkansas White Red
USA,California River-water withdrawals,km^3,1975$/m^3,California River
USA,Caribbean-water withdrawals,km^3,1975$/m^3,Caribbean
USA,Fraser-water withdrawals,km^3,1975$/m^3,Fraser
USA,Great Lakes-water withdrawals,km^3,1975$/m^3,Great Lakes
USA,Great-water withdrawals,km^3,1975$/m^3,Great
USA,Hawaii-water withdrawals,km^3,1975$/m^3,Hawaii
USA,Lower Colorado River-water withdrawals,km^3,1975$/m^3,Lower Colorado River
USA,Lower Mississippi River-water withdrawals,km^3,1975$/m^3,Lower Mississippi River
USA,Mexico-Northwest Coast-water withdrawals,km^3,1975$/m^3,Mexico-Northwest Coast
USA,Mid Atlantic-water withdrawals,km^3,1975$/m^3,Mid Atlantic
USA,Missouri River-water withdrawals,km^3,1975$/m^3,Missouri River
USA,New England-water withdrawals,km^3,1975$/m^3,New England
USA,Ohio River-water withdrawals,km^3,1975$/m^3,Ohio River
USA,Pacific and Arctic Coast-water withdrawals,km^3,1975$/m^3,Pacific and Arctic Coast
USA,Pacific Northwest-water withdrawals,km^3,1975$/m^3,Pacific Northwest
USA,Rio Grande River-water withdrawals,km^3,1975$/m^3,Rio Grande River
USA,Saskatchewan-Nelson-water withdrawals,km^3,1975$/m^3,Saskatchewan-Nelson
USA,South Atlantic Gulf-water withdrawals,km^3,1975$/m^3,South Atlantic Gulf
USA,Tennessee River-water withdrawals,km^3,1975$/m^3,Tennessee River
USA,Texas Gulf Coast-water withdrawals,km^3,1975$/m^3,Texas Gulf Coast
USA,Upper Colorado River-water withdrawals,km^3,1975$/m^3,Upper Colorado River
USA,Upper Mississippi-water withdrawals,km^3,1975$/m^3,Upper Mississippi
