# ../water-data/level1//L103.water_mapping_R_GLU_B_W_Ws_share.csv
# Written by L103.water.basin_mapping.R
# Wed Mar 28 06:29:51 2018
# " water mapping by region / GLU / water type / water sector to basin "
# " Unit = share "
"GCAM_region_ID","GLU","basin.id","water_type","water.sector","share"
5,160,160,"water withdrawals","Irrigation",1
7,161,161,"water withdrawals","Irrigation",1
25,161,161,"water withdrawals","Irrigation",1
4,162,162,"water withdrawals","Irrigation",1
5,162,162,"water withdrawals","Irrigation",1
18,163,163,"water withdrawals","Irrigation",1
18,164,164,"water withdrawals","Irrigation",1
18,165,165,"water withdrawals","Irrigation",1
29,165,165,"water withdrawals","Irrigation",1
25,166,166,"water withdrawals","Irrigation",1
32,166,166,"water withdrawals","Irrigation",1
18,167,167,"water withdrawals","Irrigation",1
29,167,167,"water withdrawals","Irrigation",1
7,168,168,"water withdrawals","Irrigation",1
25,168,168,"water withdrawals","Irrigation",1
26,168,168,"water withdrawals","Irrigation",1
32,168,168,"water withdrawals","Irrigation",1
26,169,169,"water withdrawals","Irrigation",1
31,169,169,"water withdrawals","Irrigation",1
2,170,170,"water withdrawals","Irrigation",1
2,171,171,"water withdrawals","Irrigation",1
4,171,171,"water withdrawals","Irrigation",1
7,172,172,"water withdrawals","Irrigation",1
29,173,173,"water withdrawals","Irrigation",1
7,174,174,"water withdrawals","Irrigation",1
18,175,175,"water withdrawals","Irrigation",1
29,175,175,"water withdrawals","Irrigation",1
2,177,177,"water withdrawals","Irrigation",1
18,178,178,"water withdrawals","Irrigation",1
29,178,178,"water withdrawals","Irrigation",1
2,179,179,"water withdrawals","Irrigation",1
4,179,179,"water withdrawals","Irrigation",1
26,180,180,"water withdrawals","Irrigation",1
18,181,181,"water withdrawals","Irrigation",1
29,181,181,"water withdrawals","Irrigation",1
4,182,182,"water withdrawals","Irrigation",1
2,183,183,"water withdrawals","Irrigation",1
4,183,183,"water withdrawals","Irrigation",1
5,183,183,"water withdrawals","Irrigation",1
6,184,184,"water withdrawals","Irrigation",1
29,185,185,"water withdrawals","Irrigation",1
7,186,186,"water withdrawals","Irrigation",1
7,187,187,"water withdrawals","Irrigation",1
4,188,188,"water withdrawals","Irrigation",1
5,188,188,"water withdrawals","Irrigation",1
6,189,189,"water withdrawals","Irrigation",1
4,190,190,"water withdrawals","Irrigation",1
6,191,191,"water withdrawals","Irrigation",1
7,192,192,"water withdrawals","Irrigation",1
6,193,193,"water withdrawals","Irrigation",1
4,194,194,"water withdrawals","Irrigation",1
24,194,194,"water withdrawals","Irrigation",1
7,195,195,"water withdrawals","Irrigation",1
26,195,195,"water withdrawals","Irrigation",1
4,196,196,"water withdrawals","Irrigation",1
24,196,196,"water withdrawals","Irrigation",1
4,197,197,"water withdrawals","Irrigation",1
4,198,198,"water withdrawals","Irrigation",1
24,198,198,"water withdrawals","Irrigation",1
4,199,199,"water withdrawals","Irrigation",1
24,199,199,"water withdrawals","Irrigation",1
26,200,200,"water withdrawals","Irrigation",1
31,200,200,"water withdrawals","Irrigation",1
6,201,201,"water withdrawals","Irrigation",1
6,202,202,"water withdrawals","Irrigation",1
31,203,203,"water withdrawals","Irrigation",1
24,204,204,"water withdrawals","Irrigation",1
26,205,205,"water withdrawals","Irrigation",1
31,205,205,"water withdrawals","Irrigation",1
7,206,206,"water withdrawals","Irrigation",1
26,206,206,"water withdrawals","Irrigation",1
31,206,206,"water withdrawals","Irrigation",1
26,207,207,"water withdrawals","Irrigation",1
31,207,207,"water withdrawals","Irrigation",1
6,208,208,"water withdrawals","Irrigation",1
31,209,209,"water withdrawals","Irrigation",1
31,210,210,"water withdrawals","Irrigation",1
6,211,211,"water withdrawals","Irrigation",1
26,212,212,"water withdrawals","Irrigation",1
31,212,212,"water withdrawals","Irrigation",1
26,213,213,"water withdrawals","Irrigation",1
31,213,213,"water withdrawals","Irrigation",1
31,214,214,"water withdrawals","Irrigation",1
26,215,215,"water withdrawals","Irrigation",1
31,215,215,"water withdrawals","Irrigation",1
1,217,217,"water withdrawals","Irrigation",1
20,217,217,"water withdrawals","Irrigation",1
1,218,218,"water withdrawals","Irrigation",1
1,219,219,"water withdrawals","Irrigation",1
1,220,220,"water withdrawals","Irrigation",1
1,221,221,"water withdrawals","Irrigation",1
20,221,221,"water withdrawals","Irrigation",1
1,222,222,"water withdrawals","Irrigation",1
1,223,223,"water withdrawals","Irrigation",1
8,223,223,"water withdrawals","Irrigation",1
1,224,224,"water withdrawals","Irrigation",1
1,225,225,"water withdrawals","Irrigation",1
1,226,226,"water withdrawals","Irrigation",1
1,227,227,"water withdrawals","Irrigation",1
8,227,227,"water withdrawals","Irrigation",1
1,228,228,"water withdrawals","Irrigation",1
1,229,229,"water withdrawals","Irrigation",1
8,229,229,"water withdrawals","Irrigation",1
1,230,230,"water withdrawals","Irrigation",1
1,231,231,"water withdrawals","Irrigation",1
20,231,231,"water withdrawals","Irrigation",1
1,232,232,"water withdrawals","Irrigation",1
8,232,232,"water withdrawals","Irrigation",1
1,233,233,"water withdrawals","Irrigation",1
17,235,235,"water withdrawals","Irrigation",1
